Epoch time,Latitude,Longitude,Radiation(cps)
1682120868.597503,37.873898,-122.258063,46.4
1682120874.3909981,37.873875,-122.258056,43.6
1682120880.2295322,37.87391,-122.258076,48.4
1682120886.0965545,37.874011,-122.258126,50.2
1682120891.893702,37.87406,-122.258143,50.8
1682120897.701499,37.87408,-122.258153,56.2
1682120903.4995458,37.874091,-122.258168,49.2
1682120909.332442,37.874068,-122.258193,49.2
1682120915.33678,37.874018,-122.25818,46.2
1682120921.1721346,37.873976,-122.25818,50.0
1682120927.0792134,37.87397,-122.258161,49.2
1682120933.0020416,37.873965,-122.25816,49.0
1682120938.9454925,37.873945,-122.258138,50.2
1682120945.0034702,37.873923,-122.258136,41.6
1682120951.0710254,37.873898,-122.258141,50.2
1682120956.971298,37.873976,-122.258091,52.6
1682120962.8452344,37.873948,-122.25812,45.4
1682120968.665971,37.873913,-122.258218,49.2
1682120974.5010324,37.873913,-122.258295,49.8
1682120980.4039576,37.873923,-122.258365,46.8
1682120986.291566,37.87392,-122.258455,34.8
1682120992.184942,37.873935,-122.258546,28.0
1682120998.0742846,37.87392,-122.258575,38.8
1682121003.9235044,37.873923,-122.258585,33.2
1682121009.7727914,37.873935,-122.258566,37.8
1682121015.6558409,37.873938,-122.258556,30.0
1682121021.54347,37.873918,-122.258561,29.2
1682121027.491238,37.873916,-122.258575,33.0
1682121033.4064245,37.873906,-122.258571,36.8
1682121039.4741063,37.873893,-122.25859,35.2
1682121045.405802,37.873885,-122.258588,40.6
1682121051.373242,37.87389,-122.258581,33.8
1682121057.3795578,37.873905,-122.258579,35.0
1682121063.3700893,37.873903,-122.258561,34.0
1682121069.3900478,37.873906,-122.258551,33.6
1682121075.316512,37.8739,-122.258551,35.8
1682121081.2782233,37.87389,-122.25855,33.6
1682121087.2161803,37.873878,-122.258558,34.4
1682121093.2255282,37.873886,-122.258565,35.4
1682121099.1774876,37.873875,-122.258588,31.8
1682121105.0894313,37.873905,-122.258616,34.4
1682121111.024114,37.873918,-122.258633,42.6
1682121117.0232272,37.873915,-122.258635,38.8
1682121122.9816625,37.873916,-122.258645,33.6
1682121128.9581304,37.873918,-122.258636,41.2
1682121134.8853545,37.873925,-122.258656,39.2
1682121140.8900418,37.873906,-122.258716,46.4
1682121146.8501515,37.873886,-122.258746,36.6
1682121153.1627905,37.873876,-122.258756,40.8
1682121159.1512985,37.873878,-122.258749,40.8
1682121165.1221817,37.873888,-122.258761,40.2
1682121171.1295602,37.873891,-122.258763,40.2
1682121177.1065202,37.8739,-122.258755,37.6
1682121183.1391003,37.873903,-122.258723,39.2
1682121189.1485136,37.873906,-122.258718,35.8
1682121195.1935341,37.873901,-122.258696,42.8
1682121201.1607432,37.8739,-122.258696,41.2
1682121207.1521623,37.873906,-122.258685,40.0
1682121213.1775653,37.873918,-122.25866,36.6
1682121219.1772892,37.873931,-122.258631,39.0
1682121225.279425,37.873935,-122.258631,38.0
1682121231.5214384,37.873939,-122.25862,35.8
1682121237.5479279,37.873945,-122.258623,41.8
1682121243.5773988,37.873945,-122.258628,38.8
1682121249.7872405,37.873939,-122.258621,38.6
1682121255.80724,37.873938,-122.258628,44.2
1682121261.845267,37.873941,-122.258621,32.2
1682121267.929238,37.873953,-122.258603,37.4
1682121273.9577012,37.873966,-122.258591,33.6
1682121279.9923134,37.873965,-122.2586,34.6
1682121286.055357,37.873961,-122.258608,39.4
1682121292.1230702,37.873956,-122.25862,37.0
1682121298.2738397,37.873938,-122.258625,41.6
1682121304.4462903,37.87393,-122.258636,37.0
1682121310.5293155,37.873923,-122.258661,39.6
1682121316.5980785,37.87392,-122.258663,38.0
1682121322.724905,37.87392,-122.258668,31.0
1682121328.8881876,37.873939,-122.258666,35.2
1682121334.9649236,37.873948,-122.258658,35.8
1682121341.0246294,37.873956,-122.258658,38.4
1682121347.2862315,37.873958,-122.258653,43.2
1682121353.3953562,37.873958,-122.258646,39.2
1682121359.533997,37.873958,-122.258648,38.6
1682121365.7432377,37.873948,-122.258646,40.4
1682121371.925762,37.873948,-122.258646,38.4
1682121378.0032542,37.87395,-122.258646,38.6
1682121384.1379719,37.873943,-122.258645,34.2
1682121390.3015172,37.873945,-122.258643,34.6
1682121396.4863195,37.873943,-122.258648,43.4
1682121402.5816078,37.873939,-122.258661,36.8
1682121408.7172244,37.873941,-122.258676,38.2
1682121414.7886534,37.873936,-122.258683,34.6
1682121420.874054,37.87393,-122.258689,43.2
1682121427.0578334,37.873926,-122.258706,37.2
1682121433.437857,37.873941,-122.258714,33.6
1682121439.6303144,37.873951,-122.258696,37.6
1682121445.7794793,37.873958,-122.258688,34.0
1682121451.933192,37.873951,-122.258691,43.8
1682121458.1405904,37.873948,-122.2587,37.2
1682121464.3168678,37.873955,-122.258686,38.4
1682121470.4830513,37.873955,-122.258685,39.0
1682121476.7710507,37.873953,-122.258676,38.8
1682121482.972549,37.873956,-122.258675,40.4
1682121489.186417,37.873958,-122.258668,35.0
1682121495.4091628,37.87396,-122.258656,38.8
1682121501.5940838,37.873953,-122.258656,37.8
1682121507.736583,37.873951,-122.25866,40.4
1682121514.1506956,37.873958,-122.258621,38.6
1682121520.3038228,37.87396,-122.258608,36.0
1682121526.4606996,37.87395,-122.258621,37.8
1682121532.6622841,37.873948,-122.258626,41.4
1682121538.9235675,37.873945,-122.258651,34.8
1682121545.1729014,37.873935,-122.258663,39.2
1682121551.5795567,37.873941,-122.258648,39.8
1682121557.7975771,37.873936,-122.258653,42.6
1682121564.02876,37.873926,-122.258658,41.8
1682121570.2625217,37.873921,-122.258671,36.8
1682121576.4846005,37.873903,-122.258678,34.4
1682121582.6671696,37.8739,-122.258679,37.4
1682121589.0722637,37.8739,-122.258666,42.4
1682121595.3503199,37.873891,-122.258678,35.6
1682121601.651362,37.873891,-122.258686,39.2
1682121607.917949,37.873931,-122.258606,37.8
1682121614.1474113,37.87395,-122.258553,48.4
1682121620.4199748,37.873951,-122.258343,49.2
1682121626.6599605,37.873938,-122.258265,47.8
1682121632.8659241,37.873951,-122.258155,46.4
1682121639.0586648,37.873955,-122.258063,48.0
1682121645.3236368,37.874046,-122.257893,48.2
1682121651.726167,37.874083,-122.25785,44.2
1682121658.1744998,37.874121,-122.257798,44.8
1682121664.6767213,37.874245,-122.257793,40.6
1682121670.9324358,37.874315,-122.257803,42.0
1682121677.2277422,37.8744,-122.25783,45.0
1682121683.4818716,37.874465,-122.25782,42.6
1682121689.8451471,37.874581,-122.257858,41.8
1682121696.2311997,37.874585,-122.257876,43.4
1682121702.6833375,37.874586,-122.25789,45.4
1682121708.9526508,37.874563,-122.257896,42.4
1682121715.232799,37.874478,-122.257978,39.0
1682121721.5133965,37.874413,-122.257958,47.4
1682121727.876336,37.874336,-122.257883,44.2
1682121734.3862572,37.87428,-122.257871,42.6
1682121740.6777554,37.874156,-122.257876,42.0
1682121747.009838,37.87408,-122.257878,41.8
1682121753.531106,37.874023,-122.257881,41.6
1682121759.9375937,37.873995,-122.258033,45.0
1682121766.2161586,37.873985,-122.258128,43.8
1682121772.5630915,37.873936,-122.258216,46.6
1682121779.0092585,37.873905,-122.258301,48.0
1682121785.3764765,37.87392,-122.25847,52.6
1682121791.6840937,37.873926,-122.258521,44.4
1682121798.065807,37.873913,-122.258553,36.4
1682121804.6753118,37.873901,-122.258566,37.2
1682121811.0583675,37.873856,-122.25865,46.4
1682121817.3629906,37.873773,-122.258653,57.4
1682121823.6777017,37.873715,-122.258651,52.0
1682121830.0139697,37.873676,-122.258685,38.0
1682121836.4050813,37.873545,-122.25872,35.0
1682121842.9491556,37.873483,-122.258751,38.0
1682121849.3478699,37.873428,-122.258785,37.2
1682121855.7783704,37.873321,-122.258848,39.6
1682121862.1898434,37.873256,-122.25887,37.0
1682121868.751175,37.873185,-122.258909,33.2
1682121875.100899,37.873121,-122.258934,46.2
1682121881.5296252,37.87301,-122.25905,46.8
1682121888.0245295,37.872968,-122.259118,40.6
1682121894.3587153,37.872904,-122.259188,36.8
1682121900.9283392,37.872768,-122.259268,37.0
1682121907.3131511,37.872713,-122.25932,42.2
1682121913.6874099,37.872666,-122.259386,49.8
1682121920.0894396,37.872648,-122.259488,60.2
1682121926.5612192,37.872625,-122.259613,53.2
1682121933.2427008,37.872638,-122.259688,44.6
1682121939.6380773,37.872646,-122.259738,38.2
1682121946.0976532,37.872696,-122.259861,46.8
1682121952.502983,37.87271,-122.259965,39.0
1682121958.9432352,37.872741,-122.26005,35.4
1682121965.3613634,37.872728,-122.260128,36.6
1682121971.9708374,37.87266,-122.260288,38.6
1682121978.4751406,37.872631,-122.260343,36.2
1682121984.8926163,37.872598,-122.260421,36.0
1682121991.373125,37.872575,-122.260448,37.0
1682121998.1448483,37.872591,-122.260433,39.0
1682122004.536242,37.872613,-122.260343,38.0
1682122011.1645706,37.872686,-122.260243,36.0
1682122017.7153342,37.872765,-122.260206,34.4
1682122024.1885002,37.872828,-122.260168,40.6
1682122030.616689,37.872888,-122.260113,39.2
1682122037.1883316,37.873016,-122.260056,36.8
1682122043.610934,37.873078,-122.26004,38.4
1682122050.1919775,37.873161,-122.260016,35.8
1682122056.8312106,37.873276,-122.259986,37.8
1682122063.5245793,37.873341,-122.259938,38.6
1682122069.998823,37.87341,-122.259888,35.0
1682122076.4765222,37.873525,-122.259888,40.8
1682122083.2106175,37.873581,-122.259876,38.0
1682122089.7778356,37.873668,-122.259876,43.0
1682122096.2430463,37.87373,-122.259908,33.8
1682122102.7705185,37.873885,-122.26003,34.2
1682122109.2512288,37.873971,-122.26004,38.2
1682122115.7144394,37.874063,-122.260076,37.8
1682122122.6701167,37.874209,-122.260133,39.0
1682122129.2555826,37.874268,-122.260195,42.6
1682122135.7547061,37.87439,-122.260136,40.4
1682122142.291619,37.874575,-122.260151,34.2
1682122148.8872569,37.874673,-122.260131,35.8
1682122155.409399,37.874746,-122.26016,33.4
1682122162.1032867,37.874886,-122.260183,33.4
1682122168.7321239,37.874963,-122.260185,29.0
1682122175.2650566,37.875026,-122.260188,31.2
1682122182.0908222,37.875093,-122.260233,35.0
1682122188.5829961,37.875159,-122.260258,38.8
1682122195.2090826,37.875225,-122.260265,31.8
1682122201.8768885,37.875375,-122.260245,31.0
1682122208.4529698,37.875403,-122.260303,29.8
1682122215.0568514,37.875438,-122.260228,29.4
1682122221.551906,37.875466,-122.260201,28.4
1682122228.1288495,37.87554,-122.26045,29.6
1682122234.7594619,37.875525,-122.260488,28.2
1682122241.64213,37.875525,-122.260488,27.2
1682122248.2431831,37.875468,-122.260356,36.2
1682122254.853412,37.875468,-122.260356,33.0
1682122261.4576182,37.875468,-122.260356,33.6
1682122268.1275973,37.875468,-122.260356,36.0
1682122274.8484614,37.875468,-122.260356,34.8
1682122281.4211237,37.875468,-122.260356,30.6
1682122288.0309858,37.875468,-122.260356,33.2
1682122294.848745,37.875468,-122.260356,34.4
1682122301.399798,37.875468,-122.260356,37.0
1682122308.1212783,37.875468,-122.260356,33.4
1682122314.8085675,37.875468,-122.260356,32.0
1682122321.4063177,37.875468,-122.260356,37.4
1682122328.0739534,37.875468,-122.260356,31.2
1682122334.825676,37.875468,-122.260356,33.2
1682122341.562869,37.875468,-122.260356,36.4
1682122348.2720704,37.875468,-122.260356,36.2
1682122355.1895506,37.875468,-122.260356,38.0
1682122361.835578,37.875468,-122.260356,29.6
1682122368.4515707,37.87529,-122.260483,35.4
1682122375.1921787,37.875076,-122.26029,33.0
1682122381.913328,37.875108,-122.260321,34.8
1682122388.5606663,37.87531,-122.26041,33.4
1682122395.2522995,37.875386,-122.260411,34.2
1682122401.8884802,37.875386,-122.260411,35.8
1682122408.857062,37.875526,-122.26059,35.8
1682122415.6094174,37.87552,-122.260708,37.4
1682122422.368035,37.87552,-122.260708,30.8
1682122429.048864,37.87552,-122.260708,32.8
1682122435.7449048,37.875501,-122.260558,41.2
1682122442.413843,37.875475,-122.260596,34.6
1682122449.2132537,37.875429,-122.260613,32.2
1682122455.8870337,37.875418,-122.2606,33.0
1682122462.806312,37.875401,-122.260606,32.6
1682122469.437224,37.875398,-122.260548,35.2
1682122476.1896336,37.875396,-122.260538,37.8
1682122483.0036118,37.875405,-122.260516,31.8
1682122489.6519423,37.875538,-122.26061,27.4
1682122496.448094,37.875538,-122.26061,28.2
1682122503.1684003,37.875538,-122.26061,30.8
1682122509.9061565,37.875646,-122.260066,28.0
1682122516.8962903,37.875479,-122.260223,28.2
1682122523.583162,37.875365,-122.260175,30.4
1682122530.2647521,37.875283,-122.260181,30.8
1682122536.9998903,37.875186,-122.260151,38.4
1682122543.7513433,37.87504,-122.260136,36.2
1682122550.522348,37.875071,-122.26008,26.0
1682122557.2384017,37.875101,-122.260006,33.0
1682122563.9508538,37.875136,-122.25984,36.6
1682122570.9148245,37.875151,-122.259731,36.4
1682122577.7962022,37.875203,-122.259621,33.6
1682122584.6928446,37.875303,-122.259471,33.6
1682122591.4507968,37.875323,-122.259356,32.4
1682122598.2425096,37.875315,-122.259171,34.2
1682122604.9701831,37.875316,-122.259076,35.6
1682122611.7835276,37.875333,-122.258969,31.6
1682122618.5670404,37.875323,-122.258749,34.2
1682122625.5552301,37.875341,-122.258638,36.4
1682122632.3467815,37.875301,-122.258606,34.8
