time,temperature,gas,humidity,pressure,altitude,Concentration Units (Standard) PM 1.0,Concentration Units (Standard) PM 2.5,Concentration Units (Standard) PM 10.0
1677279779,13.98820313,61750,36.76298917,996.4408693,140.8969355,1,2,2
1677279781,13.92472656,62024,37.54923225,997.0765618,135.5335705,1,2,2
1677279782,13.87082031,62162,37.21567084,996.9525833,136.5793648,1,2,3
1677279783,13.8253125,61932,37.4493568,996.8696482,137.2790053,1,2,3
1677279784,13.79054688,62116,37.95707874,997.5296016,131.7129437,0,1,2
1677279785,13.75578125,62674,37.78904115,997.2606406,133.9810067,0,1,2
1677279786,13.73332031,62768,38.02000862,997.133679,135.0518055,0,1,2
1677279788,13.72414063,63004,38.18990181,996.9986247,136.1909803,1,2,3
1677279789,13.7159375,63338,38.30877194,996.855096,137.4017726,1,2,2
1677279790,13.71183594,63434,38.63358724,997.5140449,131.8441147,1,2,2
1677279791,13.71984375,63675,38.59436654,997.2543872,134.033745,1,2,2
1677279792,13.72667969,63338,38.60071997,997.0399607,135.8423003,0,0,1
1677279794,13.74328125,63434,38.8537484,996.8941377,137.0724074,0,0,1
1677279795,13.76808594,63338,39.02206959,996.7772115,138.0588574,0,0,1
1677279796,13.80363281,63626,39.31205088,996.7086006,138.6377373,1,1,2
1677279797,13.8425,63675,39.430567,996.6455345,139.169864,1,1,2
1677279798,13.89621094,63918,39.60234682,996.612356,139.4498219,1,1,2
1677279800,13.95382813,64113,39.74019128,996.651459,139.1198742,1,1,3
1677279801,14.01984375,64212,40.08073435,997.4601234,132.2987839,1,1,3
1677279802,14.10324219,64015,40.1811774,997.2287418,134.2500315,1,1,3
1677279803,14.18507813,63869,40.1372179,997.0722514,135.5699281,0,0,1
1677279804,14.25558594,64508,40.32890782,996.9574678,136.5381606,0,0,1
1677279806,14.33234375,64808,41.18252754,1007.290441,49.73597351,0,0,1
1677279807,14.42335938,64508,41.08703167,1006.951358,52.57296965,0,0,1
1677279808,14.50734375,65009,40.51558629,1004.368493,74.208422,0,1,2
1677279809,14.58566406,65467,40.52910321,1004.804376,70.5540749,0,1,2
1677279810,14.65929688,65775,40.43220255,1004.134892,76.16740546,0,1,2
1677279812,14.69855469,65930,39.98542081,1002.26425,91.8680002,0,1,2
1677279813,14.71007813,66139,40.0096272,1000.78594,104.2924835,0,1,2
1677279814,14.68917969,66296,39.90952291,999.6956318,113.4655222,0,1,2
1677279815,14.6503125,67146,39.78469104,998.8572498,120.5245543,0,1,2
